Iterations,Scores
0,185
1,129
2,128
3,135
4,135
5,135
6,135
7,136
8,136
9,136
10,136
11,136
12,136
13,136
14,136
15,136
16,136
17,136
18,136
19,136
20,136
21,136
22,136
23,136
24,136
25,136
26,136
27,136
28,136
29,136
30,136
31,136
32,136
33,136
34,136
35,136
36,136
37,136
38,136
39,136
40,136
41,136
42,136
43,136
44,136
45,136
46,136
47,136
48,136
49,136
50,136
51,136
52,136
53,136
54,136
55,136
56,136
57,136
58,136
59,136
60,136
61,136
62,136
63,136
64,136
65,136
66,136
67,136
68,136
69,136
70,138
71,138
72,140
73,140
74,140
75,140
76,140
77,140
78,140
79,140
80,140
81,140
82,140
83,140
84,140
85,140
86,140
87,170
88,170
89,170
90,170
91,170
92,170
93,170
94,170
95,174
96,174
97,174
98,174
99,174
100,174
101,174
102,174
103,174
104,174
105,174
106,174
107,174
108,174
109,174
110,174
111,174
112,174
113,174
114,174
115,174
116,174
117,174
118,174
119,174
120,174
121,174
122,174
123,174
124,174
125,174
126,174
127,174
128,174
129,174
130,174
131,174
132,174
133,174
134,174
135,174
136,174
137,174
138,174
139,174
140,174
141,174
142,174
143,174
144,174
145,174
146,174
147,174
148,174
149,174
150,174
151,174
152,174
153,174
154,174
155,174
156,174
157,174
158,174
159,175
160,175
161,175
162,175
163,175
164,175
165,175
166,175
167,175
168,175
169,175
170,175
171,175
172,175
173,177
174,177
175,177
176,177
177,177
178,177
179,177
180,177
181,177
182,177
183,184
184,184
185,184
186,184
187,193
188,193
189,193
190,211
191,211
192,211
193,211
194,211
195,211
196,211
197,211
198,211
199,211
200,211
201,211
202,211
203,211
204,211
205,213
206,213
207,213
208,213
209,213
210,213
211,213
212,213
213,213
214,213
215,213
216,213
217,213
218,213
219,213
220,214
221,214
222,214
223,214
224,214
225,214
226,214
227,214
228,214
229,214
230,214
231,214
232,214
233,214
234,214
235,214
236,214
237,214
238,214
239,214
240,214
241,214
242,216
243,216
244,216
245,216
246,216
247,216
248,216
249,216
250,216
251,216
252,225
253,225
254,225
255,225
256,225
257,225
258,225
259,225
260,225
261,225
262,225
263,225
264,225
265,225
266,225
267,225
268,225
269,225
270,247
271,247
272,247
273,263
274,263
275,263
276,263
277,313
278,313
279,313
280,313
281,313
282,313
283,313
284,313
285,313
286,361
287,361
288,361
289,365
290,365
291,365
292,365
293,365
294,365
295,365
296,365
297,365
298,365
299,365
300,365
301,378
302,378
303,378
304,378
305,378
306,399
307,399
308,399
309,436
310,436
311,436
312,436
313,436
314,439
315,439
316,439
317,439
318,439
319,439
320,439
321,442
322,442
323,442
324,442
325,442
326,442
327,448
328,448
329,448
330,448
331,448
332,448
333,448
334,448
335,448
336,448
337,448
338,448
339,448
340,448
341,448
