Iterations,Scores
0,113
1,113
2,113
3,113
4,113
5,113
6,113
7,113
8,113
9,113
10,113
11,113
12,113
13,113
14,113
15,113
16,56
17,56
18,56
19,56
20,56
21,56
22,56
23,56
24,56
25,54
26,54
27,54
28,54
29,54
30,54
31,54
32,54
33,54
34,54
35,54
36,54
37,54
38,54
39,54
40,54
41,54
42,54
43,54
44,54
45,54
46,54
47,54
48,54
49,54
50,54
51,54
52,22
53,22
54,22
55,22
56,22
57,22
58,22
59,22
60,22
61,22
62,22
63,22
64,22
65,22
66,42
67,42
68,42
69,42
70,42
71,42
72,42
73,42
74,42
75,42
76,42
77,42
78,42
79,42
80,42
81,42
82,42
83,42
84,50
85,50
86,50
87,50
88,50
89,50
90,223
91,223
92,223
93,223
94,223
95,223
96,223
97,223
98,219
99,219
100,219
101,123
102,123
103,123
104,123
105,123
106,123
107,115
108,115
109,115
110,115
111,115
112,115
113,115
114,105
115,105
116,89
117,89
118,89
119,89
120,89
121,89
122,89
123,89
124,125
125,125
126,125
127,125
128,125
129,125
130,125
131,125
132,125
133,125
134,123
135,123
136,123
137,123
138,72
139,72
140,72
141,72
142,72
143,72
144,71
145,71
146,71
147,71
148,71
149,71
150,71
151,71
152,71
153,71
154,71
155,71
156,54
157,54
158,54
159,54
160,54
161,54
162,54
163,54
164,54
165,54
166,54
167,54
168,54
169,54
170,54
171,52
172,52
173,52
174,52
175,52
176,44
177,44
178,44
179,44
180,44
181,44
182,44
183,44
184,44
185,44
186,44
187,44
188,44
189,44
190,44
191,44
192,44
193,44
194,44
195,44
196,44
197,44
198,44
199,44
200,44
201,44
202,44
203,44
204,44
205,44
206,44
207,44
208,44
209,44
210,44
211,39
212,39
213,39
214,39
215,39
216,39
217,39
218,39
219,39
220,39
221,39
222,39
223,39
224,39
225,39
226,39
227,39
228,39
229,39
230,39
231,39
232,39
233,36
234,36
235,36
236,36
237,36
238,36
239,36
240,36
241,36
242,36
243,36
244,36
245,36
246,36
247,36
248,36
249,36
250,36
251,36
252,36
253,36
254,36
255,36
256,36
257,36
258,36
259,36
260,36
261,36
262,36
263,36
264,36
265,36
266,36
267,36
268,36
269,36
270,36
271,36
272,36
273,36
274,36
275,36
276,36
277,36
278,36
279,36
280,34
281,34
282,34
283,34
284,34
285,34
286,36
287,36
288,47
289,47
290,47
291,47
292,47
293,47
294,47
295,47
296,47
297,47
298,47
299,47
300,47
301,47
302,47
303,47
304,47
305,47
306,47
307,47
308,47
309,47
310,47
311,47
312,47
313,47
314,47
315,47
316,47
317,47
318,47
319,47
320,47
321,47
322,47
323,47
324,47
325,47
326,47
327,47
328,47
329,47
330,47
331,47
332,47
333,47
334,47
335,47
336,47
337,47
338,47
339,47
340,47
341,47
342,47
343,47
344,47
345,47
346,47
347,47
348,47
349,47
350,47
351,47
352,47
353,47
354,47
355,47
356,47
357,47
358,47
359,47
360,47
361,47
362,47
363,47
364,47
365,47
366,47
367,47
368,47
369,47
370,47
371,47
372,47
373,47
374,47
375,47
376,47
377,47
378,47
379,47
380,47
381,47
382,47
383,47
384,47
385,47
386,47
387,47
388,47
389,47
390,47
391,47
392,47
393,47
394,47
395,47
396,47
397,47
398,47
399,54
400,54
401,54
402,60
403,60
404,60
405,60
406,60
407,60
408,60
409,60
410,60
411,60
412,60
413,60
414,60
415,60
416,60
417,60
418,60
419,60
420,60
421,60
422,60
423,60
424,60
425,60
426,90
427,90
428,90
429,90
430,90
431,90
432,90
433,90
434,90
435,90
436,90
437,90
438,90
439,90
440,90
441,90
442,90
443,90
444,90
445,90
